Id,SalePrice
1955,198914.5618
1956,476592.6677
1957,241464.4044
1958,446265.9763
1959,207184.1068
1960,178565.8127
1961,184665.1715
1962,148857.0505
1963,164188.3033
1964,161157.5555
1965,227065.1944
1966,212968.8806
1967,432268.3325
1968,668464.6474
1969,601909.7511
1970,673286.9106
1971,640658.8413
1972,562522.8897
1973,395656.6484
1974,501634.8877
1975,748280.1415
1976,387178.4142
1977,546068.2746
1978,551264.0579
1979,480202.6415
1980,297404.1700
1981,508284.0096
1982,342971.1803
1983,304175.4033
1984,253871.4660
1985,319281.2119
1986,294410.1019
1987,274722.3636
1988,268681.0723
1989,284337.7023
1990,333011.2299
1991,380617.8513
1992,326336.5921
1993,249070.6390
1994,390508.5695
1995,273480.6750
1996,379495.7068
1997,429061.8900
1998,540504.5155
1999,393264.4724
2000,486878.7844
2001,429505.1803
2002,342735.4554
2003,393842.8063
2004,381350.8529
2005,353192.2983
2006,328268.7115
2007,382895.1726
2008,324927.9438
2009,298992.8531
2010,291262.3976
2011,239763.8032
2012,266324.1768
2013,277331.3048
2014,285542.9812
2015,297623.9486
2016,301248.4283
2017,308247.1988
2018,197686.6123
2019,196402.1802
2020,176188.6144
2021,161186.8256
2022,266496.1242
2023,236647.0632
2024,377349.3494
2025,641747.7748
2026,277964.1293
2027,239805.2253
2028,231438.1631
2029,261952.2837
2030,451910.4884
2031,373302.5701
2032,413535.7746
2033,435746.5667
2034,249741.6963
2035,327638.0141
2036,294544.7320
2037,308671.9722
2038,545535.1452
2039,345248.4895
2040,356472.2664
2041,417969.5947
2042,315792.6066
2043,244184.2466
2044,244184.3872
2045,323936.6229
2046,201891.3845
2047,223521.0246
2048,209580.5206
2049,202189.4990
2050,246108.0083
2051,156037.2210
2052,193069.6864
2053,226655.0020
2054,142894.7342
2055,242980.7668
2056,235925.8427
2057,188135.4032
2058,326087.4398
2059,220311.1068
2060,249940.8376
2061,262333.8474
2062,209136.0370
2063,173924.4139
2064,211280.9856
2065,173793.2292
2066,216538.6646
2067,204412.5084
2068,224387.5478
2069,127723.4011
2070,172824.0344
2071,148703.0148
2072,197545.9286
2073,219215.5609
2074,263963.7447
2075,220775.8709
2076,172236.2528
2077,230482.5486
2078,199147.4238
2079,191049.1222
2080,186690.9108
2081,187398.0834
2082,200727.8002
2083,218002.1608
2084,174182.2280
2085,202746.7285
2086,209377.6409
2087,182960.1613
2088,163107.6387
2089,120799.3236
2090,199198.3329
2091,170270.0150
2092,183374.4503
2093,247840.0744
2094,160877.8488
2095,214356.4735
2096,127902.5863
2097,148410.8701
2098,213217.7740
2099,93231.4574
2100,145920.1681
2101,175808.2327
2102,205258.3880
2103,163262.2830
2104,199969.5893
2105,188081.8401
2106,98553.0564
2107,350068.7849
2108,186413.0537
2109,170932.5267
2110,188160.3234
2111,196599.7962
2112,221654.0304
2113,196562.6977
2114,185153.3139
2115,259394.9434
2116,172916.5517
2117,219892.3264
2118,204298.3997
2119,186752.4930
2120,187168.4852
2121,160950.3184
2122,169022.4203
2123,127877.0970
2124,248352.2461
2125,185987.5919
2126,204325.2130
2127,267962.3429
2128,187718.8029
2129,149878.0187
2130,209596.4384
2131,228756.3125
2132,160914.4611
2133,188471.6551
2134,181662.8011
2135,148901.0950
2136,107338.7015
2137,165626.1664
2138,207943.9781
2139,236147.9582
2140,225438.1724
2141,208755.9016
2142,210423.6507
2143,236499.7950
2144,168802.1616
2145,213840.2375
2146,235712.3985
2147,220229.2063
2148,197232.9682
2149,204295.2767
2150,352940.5739
2151,184794.7980
2152,305808.9422
2153,258182.7773
2154,165000.2842
2155,201552.0351
2156,458252.0432
2157,349838.8264
2158,339247.1113
2159,345978.2972
2160,254746.6377
2161,376222.5742
2162,596282.6110
2163,507939.5518
2164,327625.0077
2165,310428.0517
2166,217964.1510
2167,318896.1844
2168,323344.5767
2169,292938.3386
2170,330270.7835
2171,226759.0638
2172,182258.0546
2173,262235.2855
2174,357441.2295
2175,413798.0275
2176,459978.7606
2177,372626.7572
2178,317467.9936
2179,219981.3132
2180,355940.0522
2181,296884.0870
2182,352808.2839
2183,291593.2911
2184,191390.4873
2185,178288.4066
2186,213185.5312
2187,234648.4830
2188,241061.5642
2189,461843.9584
2190,123030.7976
2191,122167.6131
2192,143121.2023
2193,145478.7449
2194,156907.9406
2195,170561.7018
2196,151020.3957
2197,185668.5971
2198,259643.6889
2199,260275.3888
2200,203218.2591
2201,195970.4688
2202,300475.2079
2203,207436.2463
2204,251665.0243
2205,166335.9222
2206,220015.3540
2207,319437.6995
2208,357145.2572
2209,278634.2143
2210,178585.5124
2211,178394.7212
2212,174726.5800
2213,163208.0986
2214,219260.7457
2215,159635.2736
2216,240026.7158
2217,97853.8796
2218,158884.0413
2219,131198.6185
2220,144557.3137
2221,502473.4161
2222,413504.2485
2223,370657.2935
2224,305885.5723
2225,203061.1752
2226,317758.4266
2227,316490.3940
2228,414869.7262
2229,370288.8421
2230,263409.9173
2231,314389.6411
2232,279148.4386
2233,284662.7484
2234,374934.5297
2235,341592.6981
2236,474703.4472
2237,566031.9032
2238,298002.0710
2239,188958.5658
2240,251630.4579
2241,205815.7201
2242,196451.6237
2243,198030.8406
2244,164775.2019
2245,165322.2788
2246,227513.9622
2247,167771.1035
2248,193074.0618
2249,195061.7788
2250,197842.3810
2251,166597.9273
2252,265825.7085
2253,249078.5147
2254,274314.6025
2255,291334.9371
2256,272158.8565
2257,350281.0686
2258,256088.6962
2259,282697.2584
2260,226574.2693
2261,275498.9906
2262,320880.5255
2263,566884.3611
2264,606465.2691
2265,229260.9125
2266,475482.6255
2267,664881.8773
2268,545637.8390
2269,225317.7762
2270,251703.1653
2271,333769.0543
2272,296975.4187
2273,246625.7808
2274,258080.0899
2275,249016.2317
2276,301700.5520
2277,286602.1892
2278,224284.7322
2279,190251.4260
2280,182305.1242
2281,274359.8586
2282,281868.6993
2283,160893.5288
2284,166508.1530
2285,218353.4536
2286,209543.9686
2287,529481.6207
2288,395117.0376
2289,604321.8488
2290,715592.5200
2291,494215.2629
2292,572676.8595
2293,712077.8857
2294,642650.7911
2295,712239.1181
2296,443966.8612
2297,435808.0233
2298,474079.8748
2299,671208.8444
2300,496123.3827
2301,384039.9053
2302,353470.4702
2303,396809.9921
2304,360047.1433
2305,298077.1808
2306,296882.1440
2307,309070.5038
2308,358654.7904
2309,420454.9702
2310,305614.8135
2311,313541.8845
2312,266933.1704
2313,264578.1909
2314,263849.4290
2315,269700.4697
2316,263996.3544
2317,307601.8695
2318,283014.7697
2319,276279.1660
2320,287644.9569
2321,355014.7102
2322,277992.5157
2323,251772.1980
2324,266195.4892
2325,337415.4721
2326,255723.0710
2327,326280.1524
2328,352859.6078
2329,292932.4710
2330,260837.1836
2331,532249.7329
2332,604078.1683
2333,496419.0934
2334,413891.0987
2335,376083.1808
2336,475286.4702
2337,319763.8397
2338,437121.4136
2339,358664.1679
2340,616060.2450
2341,364994.9098
2342,372380.4972
2343,347735.4149
2344,377766.3205
2345,360892.1117
2346,326440.0362
2347,316963.6921
2348,350076.6268
2349,276656.0090
2350,393934.9238
2351,397479.1428
2352,384770.4904
2353,380072.7360
2354,215146.1452
2355,219130.6028
2356,237126.3799
2357,317140.4195
2358,318593.4308
2359,211514.8249
2360,191799.0214
2361,218478.3299
2362,374419.0676
2363,219825.5959
2364,230266.6316
2365,345256.0327
2366,287804.3600
2367,376139.7685
2368,334008.3726
2369,353492.0814
2370,258741.9586
2371,266444.6927
2372,300595.2810
2373,417231.7595
2374,490725.6836
2375,416653.0271
2376,466900.3249
2377,507118.7197
2378,207141.3391
2379,313053.7380
2380,234291.4865
2381,232693.1464
2382,299320.7350
2383,338174.7761
2384,386149.9316
2385,236184.1963
2386,207219.1880
2387,218606.1808
2388,140070.1653
2389,191478.8893
2390,210686.3424
2391,200002.8508
2392,178415.9618
2393,251750.0702
2394,217354.7952
2395,322183.4079
2396,245556.6702
2397,326068.0014
2398,185621.2591
2399,89670.8776
2400,88858.7707
2401,197306.2140
2402,209283.1567
2403,210224.6133
2404,236066.4393
2405,250203.0766
2406,220665.4026
2407,208218.0389
2408,223969.9110
2409,205235.7179
2410,244945.8400
2411,183769.6344
2412,255203.7841
2413,207120.4163
2414,210345.5157
2415,195040.1923
2416,183869.8127
2417,210027.4255
2418,215521.2990
2419,195502.2717
2420,193030.1780
2421,232411.7360
2422,172433.9894
2423,178664.2168
2424,218308.3111
2425,374701.5815
2426,185979.4113
2427,208596.3596
2428,252866.8129
2429,181456.7473
2430,214780.4993
2431,184078.4984
2432,219993.2229
2433,233459.6247
2434,214872.6905
2435,236124.5099
2436,163425.0967
2437,174631.5948
2438,199474.9937
2439,156204.8923
2440,181661.1881
2441,172854.9432
2442,160309.6980
2443,184317.9987
2444,207859.3754
2445,155969.3650
2446,207397.1618
2447,208645.6780
2448,206590.8055
2449,177687.9960
2450,201447.0033
2451,195451.2398
2452,303647.8052
2453,146024.7763
2454,191251.3449
2455,177062.1943
2456,194632.4251
2457,194842.7076
2458,194752.1659
2459,173713.2687
2460,209734.2162
2461,191514.3276
2462,213976.8081
2463,182132.4184
2464,304162.0313
2465,192767.1371
2466,169783.1665
2467,197114.7886
2468,131224.1524
2469,116017.7585
2470,295875.5927
2471,334107.8084
2472,249287.7065
2473,182177.8638
2474,129056.3913
2475,306709.1348
2476,176361.7319
2477,200704.7080
2478,258801.3377
2479,161011.3442
2480,214217.0828
2481,197475.2423
2482,194425.4614
2483,182951.2676
2484,194299.6427
2485,201532.1862
2486,225637.6252
2487,309591.0529
2488,238781.0261
2489,222314.6685
2490,227661.7395
2491,140932.9872
2492,279980.1306
2493,203043.3713
2494,217543.5277
2495,122713.3849
2496,418940.4463
2497,230775.9161
2498,174421.1806
2499,128080.2346
2500,213473.8052
2501,205743.5573
2502,209234.2606
2503,140200.5985
2504,235628.4337
2505,344918.6366
2506,390123.1002
2507,448928.0079
2508,389354.2173
2509,327977.3407
2510,341857.2472
2511,274391.7245
2512,309359.5739
2513,347541.7957
2514,350685.2957
2515,217620.2612
2516,269884.3551
2517,214272.4552
2518,231773.1798
2519,340061.3362
2520,318726.2793
2521,290555.6154
2522,343800.9752
2523,177970.6870
2524,197880.8277
2525,211391.5844
2526,204039.7631
2527,187135.4243
2528,188536.8199
2529,190675.6132
2530,176618.4818
2531,375049.0896
2532,347734.8193
2533,300505.9562
2534,365758.2532
2535,484154.9187
2536,352756.2076
2537,350092.4418
2538,267031.1189
2539,283935.0034
2540,271038.7495
2541,264190.8105
2542,272962.4264
2543,196580.7038
2544,197444.4664
2545,192777.1990
2546,209075.3340
2547,210602.9088
2548,251586.0959
2549,255913.0859
2550,596908.3670
2551,225285.1023
2552,211861.8089
2553,117237.4996
2554,162420.3303
2555,186458.7272
2556,161051.0990
2557,171910.3937
2558,198997.8844
2559,208885.9429
2560,231412.6355
2561,211570.0573
2562,229143.1107
2563,249944.6113
2564,293669.3778
2565,204700.3965
2566,239938.1844
2567,198654.4427
2568,305684.6784
2569,277044.7578
2570,175280.7314
2571,284491.8982
2572,236472.6028
2573,272725.4161
2574,411438.6249
2575,186530.2186
2576,185839.5162
2577,231090.6621
2578,154246.3545
2579,116668.6438
2580,204486.6490
2581,192615.9393
2582,199992.7641
2583,461684.8625
2584,243765.6542
2585,284637.4541
2586,306890.3023
2587,291606.2358
2588,213870.3097
2589,234810.7765
2590,367148.4429
2591,350675.9436
2592,379850.1453
2593,388049.2667
2594,263220.3222
2595,311534.7522
2596,490662.7950
2597,318204.6180
2598,465768.1986
2599,467569.6412
2600,208109.2532
2601,215764.2475
2602,125434.1573
2603,137797.2877
2604,132150.6410
2605,139941.9855
2606,220143.5730
2607,268207.7173
2608,275751.6277
2609,248165.7227
2610,184186.6364
2611,179323.7938
2612,232479.6300
2613,196890.3635
2614,200070.1004
2615,221532.9124
2616,217449.4281
2617,256408.1308
2618,267885.0270
2619,326535.4683
2620,286666.4455
2621,268112.8746
2622,288851.5448
2623,402870.3514
2624,415172.1145
2625,549005.2703
2626,266687.4216
2627,278583.3979
2628,682498.3809
2629,689950.6144
2630,533136.0017
2631,742370.0841
2632,666222.6851
2633,498627.3651
2634,578709.4911
2635,242445.0862
2636,257826.8496
2637,246771.1347
2638,413014.7843
2639,296635.8618
2640,233351.7251
2641,160973.9990
2642,306724.8185
2643,136488.0456
2644,205616.4685
2645,164906.3492
2646,136833.9927
2647,155287.9679
2648,212173.0448
2649,237387.3189
2650,222982.2151
2651,217404.3193
2652,707618.4210
2653,371267.9094
2654,364734.9007
2655,590439.6583
2656,471067.2525
2657,544452.2568
2658,459889.1383
2659,479616.3876
2660,565585.3466
2661,520812.8737
2662,523033.8604
2663,429168.5355
2664,422581.1901
2665,518177.5022
2666,442940.7285
2667,249901.5505
2668,271964.2088
2669,283366.3144
2670,447912.6803
2671,283951.0706
2672,299971.3737
2673,328117.0436
2674,309067.9413
2675,241961.9335
2676,287395.7320
2677,308345.5458
2678,414447.3992
2679,398399.7890
2680,401928.0370
2681,654763.1979
2682,500746.9989
2683,765752.6408
2684,468617.8084
2685,547607.1976
2686,401089.2303
2687,468197.2947
2688,355648.8112
2689,313746.0984
2690,766069.7724
2691,299069.0080
2692,218780.9600
2693,305936.8357
2694,214855.8621
2695,308490.7278
2696,290824.6417
2697,298979.1056
2698,312903.0280
2699,258007.5810
2700,245899.6814
2701,258013.6800
2702,183529.5781
2703,195035.3071
2704,211662.6298
2705,189931.6401
2706,191031.2710
2707,188087.3083
2708,214339.5688
2709,182154.3168
2710,205039.2680
2711,415955.2600
2712,586667.2713
2713,232528.2401
2714,233501.1258
2715,261806.8728
2716,223612.5449
2717,287480.5097
2718,343577.4690
2719,231179.8927
2720,237123.9698
2721,216911.7945
2722,236065.4402
2723,212882.5504
2724,199678.2504
2725,216378.2478
2726,239967.6480
2727,283590.9353
2728,264749.0521
2729,229699.1960
2730,225684.0936
2731,195237.1358
2732,185883.2404
2733,240704.8352
2734,237765.9037
2735,203160.0825
2736,219335.1310
2737,194471.1403
2738,207278.3938
2739,232984.8639
2740,215355.2961
2741,229548.6805
2742,225963.7111
2743,260613.4956
2744,238373.9034
2745,215531.7250
2746,206125.1020
2747,212045.3828
2748,192921.1705
2749,200307.9235
2750,209601.2774
2751,192977.8491
2752,267311.4948
2753,223132.7531
2754,324171.2811
2755,195956.0082
2756,151998.4425
2757,100695.3148
2758,143268.6968
2759,246354.5221
2760,173219.1183
2761,227642.2464
2762,220597.0565
2763,261535.7823
2764,221756.4925
2765,461788.2729
2766,210840.5756
2767,136019.7117
2768,206821.1068
2769,199040.7157
2770,210763.2631
2771,182846.6670
2772,190974.1304
2773,219095.2441
2774,205994.3587
2775,204645.6830
2776,196605.4515
2777,201110.4510
2778,175056.9281
2779,180139.2044
2780,159002.8102
2781,158686.0789
2782,156671.8217
2783,131843.0721
2784,197447.0890
2785,207605.3479
2786,109749.3500
2787,178118.7637
2788,129495.9157
2789,242237.3439
2790,152100.7985
2791,181302.1587
2792,111776.4878
2793,291717.2552
2794,126071.0300
2795,187848.8923
2796,155673.3601
2797,259807.8881
2798,155106.7188
2799,182649.3615
2800,104119.2252
2801,168607.8525
2802,190766.8607
2803,254958.9709
2804,212368.8660
2805,167284.2992
2806,137007.8481
2807,235973.4935
2808,229750.1784
2809,205976.5753
2810,212669.2654
2811,247743.2656
2812,221879.0988
2813,294265.1013
2814,280179.0151
2815,146350.5460
2816,419499.3678
2817,219322.6771
2818,198710.1907
2819,252352.5110
2820,220889.6697
2821,171495.3946
2822,300186.9728
2823,523526.2004
2824,296626.1041
2825,210703.1117
2826,214787.8537
2827,213659.5284
2828,399635.1901
2829,375556.2394
2830,329660.0868
2831,287313.7235
2832,397410.6877
2833,431286.3829
2834,327636.8965
2835,348431.7123
2836,292227.6048
2837,225591.1032
2838,226073.6525
2839,256315.5488
2840,310403.8248
2841,316065.2736
2842,360743.7280
2843,234780.3847
2844,250348.4716
2845,197279.4619
2846,326265.9281
2847,321535.7026
2848,345978.7037
2849,309853.4005
2850,412568.8957
2851,329273.0555
2852,338904.0445
2853,359377.5766
2854,221052.6649
2855,313792.9318
2856,310531.8181
2857,291688.5726
2858,313010.7096
2859,192446.3416
2860,207422.4456
2861,183274.0182
2862,279885.5798
2863,207879.2719
2864,386635.1936
2865,216368.9212
2866,207009.8063
2867,150071.3472
2868,138855.3778
2869,157752.3642
2870,190113.5471
2871,143881.0077
2872,89897.3997
2873,151215.9844
2874,201410.6831
2875,175654.6405
2876,219832.8700
2877,220388.1902
2878,286072.9491
2879,210349.3935
2880,144205.4504
2881,214745.5687
2882,259554.8064
2883,287181.2156
2884,278157.4473
2885,301757.8702
2886,319223.1486
2887,151210.3058
2888,182394.0802
2889,85297.1139
2890,135719.7879
2891,201148.5468
2892,88890.8818
2893,155144.2571
2894,86251.7025
2895,507509.4945
2896,456410.2252
2897,319631.0531
2898,221078.7722
2899,328447.9480
2900,246581.7360
2901,287648.0508
2902,301172.7127
2903,552360.7794
2904,598507.3304
2905,151840.6347
2906,285279.5761
2907,188242.7034
2908,196678.8169
2909,218521.9522
2910,124135.7218
2911,123444.8237
2912,238792.5959
2913,124638.8689
2914,119120.5551
2915,128664.4067
2916,123351.5902
2917,223677.0237
2918,191310.4304
2919,334006.5389
